3285741;['8879691', '3354589', '2863986', '9492918'];['2330742', '601678'];7304144;3737430;2240233;Hard;Bought;1928-09-11;2019-01-04;5
4679925;['4629393', '9811444', '6094869', '6181952'];['2547971', '9961409', '6898167', '3358327'];8261082;2580074;6940171;Soft;Heritage;1958-06-09;2001-06-03;2
8652595;['9844401', '3520490'];['3185882'];8736323;4544837;6390937;Soft;Heritage;1930-07-17;2020-02-25;3
2173840;['1531983'];['8400659', '3180850', '1277115', '1631090'];8210343;6092357;4646941;Hard;Bought;1965-06-01;2019-03-08;1
8517531;['1570710', '6403113', '808687', '6834784'];['5669616'];7693641;3915828;2000667;Hard;Present;1910-04-02;2006-03-03;1
5208776;['1850231', '7107905', '740691'];['9807154'];3877469;1759738;9552467;Hard;Bought;1958-04-14;2018-12-25;5
2545433;['118228'];['9249470', '1925894', '3460440', '2950837'];9282405;7351197;1075008;Soft;Heritage;1956-11-27;2004-10-27;3
4273514;['4243607', '6178389'];['5308740', '213307'];3663984;1226103;7306338;Hard;Heritage;1972-05-15;2015-01-26;1
8562702;['3211049', '6603430', '6008406', '6244731', '1327620'];['8897727', '4340521', '331653', '1086957'];1442100;6240193;4909513;Hard;Heritage;1977-08-21;2001-12-16;4
2723765;['5509097', '2414446', '8200512'];['263248'];2887110;6916802;6366534;Soft;Heritage;1994-03-14;2016-12-19;1
624322;['6446755'];['2763116', '915896', '8870381', '1085068'];3353842;2162264;5858002;Soft;Heritage;1971-05-12;2014-04-04;5
8387540;['5676966', '3904273', '2287357'];['8810772', '591158', '4509409'];5015213;9057869;1834335;Hard;Heritage;1936-03-06;2007-08-04;5
9681111;['5594494', '3423249', '6402397', '9338593'];['7029446'];2710103;734384;7578786;Soft;Bought;1902-05-27;2013-11-03;2
7566081;['5174252', '2518797'];['9802133', '7726132', '9258', '7593646', '5126891'];8483216;8918992;1690137;Soft;Heritage;1932-05-07;2016-07-28;1
6116532;['1448430', '3865970'];['3743417', '2627874', '4577370', '6496864', '5375422'];6009388;9646440;3508442;Soft;Heritage;1931-06-11;2009-07-18;4
5486852;['4545028'];['591323', '1572038', '4337321', '4164008', '1295055'];382158;4085676;3033478;Soft;Heritage;1915-05-10;2024-02-28;2
7712709;['9531681', '5104233', '8425286'];['310067', '366597', '7494111'];847550;1452175;901442;Hard;Present;1948-08-21;2010-11-06;4
9857356;['6929355', '8331206', '5355688', '1811016'];['3149215', '7571566', '4366744'];3978828;1590625;7774801;Soft;Present;1973-10-22;2017-08-10;1
6736167;['4202277', '1376661', '9400219', '2597484', '6504146'];['6181797'];2131151;6930795;291791;Hard;Bought;1902-10-21;2024-09-09;3
2989275;['5132003', '9365411', '8800361', '4630940'];['6105278', '7215135', '6930542'];7471770;2215592;3549109;Soft;Heritage;1938-05-18;2016-09-19;3
9258401;['9980745', '8616073', '7220189', '9221001'];['1222010', '417981', '6603018'];1845089;4361398;9347709;Soft;Heritage;1948-02-15;2003-04-01;1
7727565;['7945181'];['2572397', '713621', '4860721', '2965142'];6517220;8622947;2764956;Soft;Heritage;1914-12-28;2009-06-27;3
2872709;['6252637', '1825148', '7529086'];['3754456', '1535168', '9970549', '513886'];3148620;6646824;5948092;Hard;Present;1920-10-16;2020-09-04;3
4115926;['3445435', '9189085', '3627607'];['4303029', '3159491', '7309587'];3244012;9053611;6332387;Soft;Heritage;1918-01-21;2013-05-26;2
5666260;['9059494'];['2399782', '3811973'];7211010;9775951;8185063;Soft;Present;1943-08-04;2002-04-18;2
5639528;['7911506', '7318319', '156876', '6869283', '9726067'];['1880467'];7369275;5586605;1571857;Hard;Present;1967-04-14;2009-02-05;1
8615840;['1380508', '4958394', '1566764'];['9189382', '1639195', '8799503'];3480067;3539827;6319090;Hard;Bought;1942-07-13;2001-11-04;2
1139297;['6027404', '669458', '5048173'];['1999177', '4266379'];4187248;5079958;2505714;Hard;Heritage;1900-12-04;2005-09-26;3
8104075;['7101901', '5304786'];['3153662', '9673751'];9686513;7004157;9038450;Hard;Bought;1936-10-19;2003-06-14;5
7371986;['5804519', '9169551'];['8098750'];9405624;6138700;984655;Hard;Bought;1986-09-23;2018-10-08;4
2217260;['2592304', '3200384'];['706234'];2015000;5289847;2413780;Hard;Bought;1960-09-21;2015-04-13;4
6539764;['3948428', '4439894', '2163897', '6922863'];['605608', '8423802', '6149559', '629929', '9183886'];2316538;2858213;1302923;Hard;Heritage;1932-04-27;2023-03-27;1
4640291;['1477745', '4399047', '6403831'];['9071659', '1926970', '6125277'];500825;8405187;6112318;Hard;Heritage;1911-02-04;2012-10-14;5
2737248;['9098885', '7493032', '4188701', '7110395', '4300612'];['9814607', '9788596'];1925471;9637146;8319508;Soft;Heritage;1987-11-26;2011-10-05;1
1515639;['669960', '650741', '4709527', '6316055', '5065928'];['9623267'];337955;7583040;8071564;Hard;Heritage;1942-05-04;2014-11-04;4
4233830;['3370605', '5381543', '3607137', '8447382', '6563930'];['1801076'];7886489;1186315;248482;Hard;Bought;1912-10-07;2001-02-15;5
2580676;['6832387', '4818777', '7676957', '2541950', '4085755'];['7257326', '6204123', '6748639', '6795322'];1953218;4069413;2497268;Soft;Bought;1930-03-04;2016-08-24;5
5374748;['8831077', '9207644', '9644210', '8524410', '218255'];['4519317', '3355406'];3661418;7468437;2450876;Soft;Bought;1966-02-27;2008-04-07;2
1078657;['4526402'];['845482', '2368270', '6528271', '443476'];1141763;4033101;6826003;Hard;Heritage;1944-08-12;2008-09-17;4
3977740;['7503129', '2822464'];['3704011'];5488588;166311;3930688;Soft;Heritage;1961-04-05;2011-12-07;4
8627368;['9143652'];['6091782', '3224471', '7432797', '3212146'];3608261;6362331;6611559;Hard;Heritage;1984-11-19;2012-07-10;3
414728;['1977287'];['6786089', '5576911'];3899416;1150361;1466037;Hard;Present;1912-01-18;2010-12-10;4
6786302;['7171599', '622477', '2148800'];['3282611'];9564594;5857331;7373514;Soft;Bought;1922-08-26;2017-05-27;5
3521801;['9063286'];['7482871', '2432146', '5879141', '9026046'];4190608;5002314;7089440;Hard;Bought;1935-06-12;2003-06-26;1
7436734;['2573858', '3572994', '8916515', '3025158'];['6154667'];9569670;8957147;4037910;Hard;Bought;1988-06-15;2019-04-14;3
9005411;['2792673', '732958', '1745525', '7259739', '4523204'];['201989', '5848724'];570911;7470998;1033828;Hard;Heritage;1903-01-16;2018-10-18;4
8473785;['2789090', '8579173'];['7180015', '5290302', '8575613', '3000766', '1128860'];5482613;2208872;9266373;Hard;Bought;1951-03-15;2015-10-25;4
1044969;['8585820', '6093336', '2535417', '4361657'];['852504', '5513395'];5374295;7055774;7098455;Soft;Present;1914-04-16;2013-01-08;3
9359906;['8136516', '1209761', '2543698', '6573909', '6867698'];['9454466', '273226', '508715', '5855258'];5847331;3647462;2514392;Hard;Present;1906-07-21;2024-02-16;1
6234858;['8839560', '2643910', '5368202'];['8381194', '6824821', '8308422'];4061522;4416032;6390469;Soft;Heritage;1949-02-27;2023-06-05;4
6178208;['3258737', '2322831', '1271894'];['47627'];1687686;2805661;9182263;Soft;Heritage;1966-02-11;2008-11-25;3
3414618;['2681461', '9357614'];['1782885', '7255196'];8001361;7481843;533878;Hard;Present;1999-10-25;2006-05-09;3
4303514;['4849209', '8009209', '2465014', '6856049'];['8210922', '3663905', '6417897', '3136326', '6171805'];6704922;6002923;9246840;Soft;Present;1926-10-27;2001-05-18;3
7309481;['3553328', '2030179', '1516059', '319705', '6107884'];['7152617', '7671448', '3965723', '6922752', '4970570'];2735433;3156799;6994168;Soft;Present;1939-06-23;2015-03-03;3
2724284;['7004632', '955431', '4721456', '5337268'];['9999010', '5768502'];5559966;1577239;5434866;Soft;Present;1941-02-27;2012-09-19;5
9180033;['1133917'];['635298', '6673358'];1026212;7702086;5858328;Hard;Bought;1988-02-22;2002-05-06;5
3475360;['2340016', '9024118'];['4432346', '4505863', '5009897', '3231260', '7994090'];8766801;3592660;6693292;Soft;Bought;1975-08-11;2009-01-25;1
2309173;['1956631'];['3965853', '5596881', '4400364'];4769912;273212;7691253;Soft;Heritage;1969-05-19;2009-03-27;5
5410470;['5277930', '1307971'];['1782913'];6020862;9451818;4540389;Soft;Present;1925-12-13;2013-07-12;2
1878264;['9589834', '6138886', '7440715', '7732425', '607975'];['3506316', '9091320', '762042', '1285949'];8242341;5780539;3099758;Soft;Bought;1917-10-18;2023-01-01;1
5104419;['338701', '2046859'];['8416656', '6559689', '182736', '6293415'];6556100;7951928;442293;Hard;Bought;1976-09-28;2003-03-20;3
9177058;['891387'];['6335341', '1069623', '7176941'];134212;641569;9700280;Hard;Present;1930-06-13;2008-07-03;3
7291798;['2375062', '1569250', '3263445'];['3949062', '6968777', '7744354'];9042793;6954912;9491479;Hard;Heritage;1989-09-15;2004-07-23;5
8450439;['8770713', '9066637', '2402351', '3095519'];['9455273', '8534679', '9836798', '6204343'];6016293;4373261;9262849;Soft;Heritage;1988-06-20;2006-06-08;3
5439549;['2373999'];['4455112', '2483272', '3472113', '3224726', '7860784'];9493180;5775720;9672144;Hard;Bought;1932-07-12;2005-09-02;5
4101509;['934376', '4619601', '9204549'];['1784484', '1135883'];9722488;3569546;8230180;Soft;Heritage;1933-07-26;2001-02-20;5
3701214;['483523'];['9863627', '6226726', '5766586', '7264050'];6924023;90357;9889126;Hard;Heritage;1903-07-17;2010-07-06;4
808482;['4783250', '7267129', '2870663'];['990039'];3748724;9179040;8226415;Soft;Bought;1980-08-20;2019-09-18;1
6319933;['5890259', '5137151', '8057665', '9843980', '4767041'];['6114715', '1232131', '9999521', '5918864', '1149504'];8418388;3327977;6356459;Soft;Heritage;1956-11-11;2007-03-13;3
2164837;['3222292'];['6005441', '602316', '4857624', '1378856', '9305081'];7440599;3517047;4120151;Hard;Present;1970-07-11;2004-04-07;1
4313426;['4717963', '1914328'];['5400628', '4062475', '555493'];2799265;1886216;8505005;Hard;Heritage;1991-08-18;2022-12-21;4
5416343;['2389087', '8324793'];['5388617', '8126078', '2070644'];7885315;8035314;1333155;Soft;Heritage;1906-11-10;2008-10-22;1
4858056;['4790781', '5280537'];['8186201', '9593406', '2940901', '1345426'];8587296;4458337;8448022;Soft;Bought;1981-10-20;2009-06-18;5
9622490;['5759190', '3681818'];['7720051', '4748153', '4507897', '2671576'];3408873;7733651;9264065;Hard;Heritage;1903-07-14;2012-10-16;1
2008112;['8459984', '5824470', '4923054'];['9919149', '2974044', '7068318'];4683902;4325222;4611138;Hard;Present;1902-09-08;2001-12-06;2
4561958;['9106562', '3500797'];['7694893'];9508496;5915576;2720096;Soft;Bought;1968-10-03;2016-02-06;5
2134231;['6563912', '2566424', '1982576', '8013669'];['6640933', '9353189', '149312', '3984076'];8399541;4264553;4343918;Soft;Bought;1904-02-02;2001-05-26;2
3682262;['6598900'];['962267'];8763002;5565999;4968839;Soft;Present;1927-04-02;2008-04-12;2
1057567;['7430122'];['4236888', '1597392', '4598602', '8166648', '4866334'];3716209;9989533;3801903;Hard;Bought;1988-09-22;2017-12-27;4
4422498;['5069198'];['2437082', '9067553'];8600441;8088756;8626016;Hard;Heritage;1910-03-14;2002-02-15;5
1990790;['3261841', '631331', '8689948'];['1098217'];7266510;9883548;3848438;Soft;Bought;1997-11-14;2024-11-17;5
5328326;['9515996'];['1323994', '9242094'];7490418;7788635;6625572;Hard;Bought;1974-08-21;2023-10-02;5
8181146;['8487583', '5720966', '1764331', '8861598', '2910005'];['1979649', '648142', '7779622'];3209271;5807087;2809093;Hard;Bought;1966-12-14;2017-02-24;5
7121348;['1984135', '8199340', '4728312', '6478161'];['3168383', '2529050'];6289800;4535561;4330761;Soft;Present;1910-11-07;2008-02-02;1
8196854;['1599831'];['7941930', '6020652', '5695770'];4012699;1399230;8237081;Soft;Present;1910-07-01;2009-05-26;5
8846659;['5564193', '8501785', '6570217', '5086788', '7856699'];['9909826', '3686224', '8576805', '8199801', '512968'];3642254;7909081;8776604;Hard;Bought;1969-03-28;2021-12-01;2
543762;['51837', '5639241', '1214097', '9751647', '6898660'];['3627198'];1229591;7136434;2636560;Hard;Present;1957-02-07;2018-06-18;5
1517820;['9103985', '4019832', '2097879', '6803115', '8480328'];['7433540', '627898', '3746720'];2031640;1008920;6149620;Hard;Present;1927-10-15;2007-04-05;4
7011613;['3121313', '1640955', '165963', '7208045', '1282158'];['3327079'];593360;8342763;884937;Hard;Heritage;1919-07-16;2001-11-07;1
1842764;['2306374', '1491181'];['5496419', '8383745', '780275', '7285662', '5970494'];5031914;627112;1748127;Soft;Bought;1923-11-03;2014-09-17;3
4798811;['2898098', '4716358', '5016904', '7897505'];['6341064'];8041206;9891762;6464804;Hard;Present;1918-08-13;2002-06-21;2
2953025;['3518461', '5616331', '1511462', '6133383', '3653123'];['9091550', '7039948', '2709050'];5680765;5163602;1424224;Hard;Bought;1941-07-12;2019-11-20;5
4679818;['2766733', '3846418', '976767', '2237905', '4384786'];['8381374', '7967487', '1097203', '3704439', '9279984'];375880;2994733;2800390;Hard;Heritage;1908-09-17;2022-08-06;2
5900656;['7257574', '5985817'];['9666812', '8127395', '3756347', '2236152', '1916305'];5398094;648760;6754350;Hard;Present;1930-04-16;2010-07-12;5
8763136;['9864779', '7538517'];['8664473'];7520622;7196862;5674863;Hard;Heritage;1985-10-05;2012-06-25;3
195816;['407348', '6468419', '7802176', '8154504'];['2944716', '3518188'];9995709;2929987;9145094;Soft;Heritage;1909-06-13;2016-07-02;5
1136092;['7963303', '2689192', '1066611', '2293741'];['2501542'];3091144;9941251;8537244;Soft;Heritage;1982-05-15;2007-11-06;5
3843857;['6423711', '2593821', '3033950', '2091076', '9155626'];['7799460', '8443650'];7300420;9984679;4988745;Soft;Bought;1947-05-06;2001-05-03;4
5378521;['9325511', '2299615', '1280721'];['7809859', '6379628', '9343221', '8834360'];1221183;9508874;7138667;Hard;Heritage;1933-07-28;2007-06-25;4
4135235;['1990148'];['8585429'];7002005;8177166;5965312;Hard;Heritage;1908-10-08;2010-03-10;4
2590550;['573491', '4897415'];['6225975', '1283741', '7704365', '6748755', '1023105'];6639042;179961;1878845;Soft;Present;1932-07-01;2022-01-07;4
4902715;['2341695', '8988957', '8995882', '4205757'];['5045320', '6536925', '196325', '1644170'];2431680;6534981;9057828;Hard;Heritage;1902-04-07;2003-09-02;1
9586555;['3225574', '1472323', '6548438'];['7465640', '3296895', '1081625', '3286589'];4720359;6407699;190431;Hard;Present;1997-07-12;2009-04-06;4
311478;['1995656', '659113'];['980018', '187768', '635537', '9285730'];357955;3779348;9190291;Soft;Present;1930-02-01;2014-05-19;3
6652875;['80330', '2537582', '8889977'];['4506503', '8711734'];2004855;7520587;4306630;Hard;Present;1962-11-23;2006-07-02;3
5714993;['5077569', '8071554', '6239106', '1782562', '2900970'];['6520054', '5648400'];7403683;9460142;3215190;Soft;Heritage;1981-07-19;2013-07-02;1
4240556;['8648180'];['5220811'];7077169;1937437;6908268;Soft;Heritage;1913-04-12;2023-10-13;1
4437275;['303259'];['9496664', '910010', '6378567', '2364147', '3359721'];8230915;3907641;1930102;Hard;Heritage;1988-05-02;2015-09-07;5
5556114;['4226428', '9209299'];['2137091', '3799746', '1203290'];5522609;4224802;5360708;Soft;Bought;1984-03-21;2002-12-16;2
2751416;['5593787', '4426858', '9282792', '135904', '4575546'];['6172741', '1047255', '9301215', '6275601', '7959295'];5750870;3696236;6953410;Soft;Bought;1966-12-15;2016-05-09;2
4306629;['5668955'];['5410345'];783218;6428716;7800846;Soft;Present;1986-10-17;2002-12-04;5
5395550;['4125648', '1975469', '3852494', '675735', '3878893'];['503731', '5622917', '3348524', '9824161', '2464816'];2570179;3380364;8194460;Soft;Present;1977-08-13;2021-03-25;3
3249453;['6826090', '1431308', '8001824', '9464930'];['8723455', '5421275', '9486031'];6838814;3643129;9792000;Hard;Heritage;1920-12-04;2002-01-04;4
5602947;['5115917'];['556359', '8987906', '1705903', '6597742'];9278795;5384922;7123318;Hard;Present;1957-04-07;2010-02-21;2
2304927;['909568', '1434074'];['1312382', '6222705', '7763333', '2270017'];3782976;3457262;862606;Hard;Present;1944-11-07;2019-01-10;5
6612552;['8654655', '5053074'];['5441043', '2343522', '8458545', '1434809', '8686369'];4404654;6290432;102575;Soft;Heritage;1932-09-22;2005-06-09;5
1468198;['1702084'];['1581797'];3544207;5179846;5933011;Hard;Heritage;1964-03-16;2010-12-09;4
5179441;['1454212'];['2538312', '2842175', '4549476'];3477348;1783637;569009;Soft;Bought;1937-10-10;2010-05-10;3
193325;['7521792', '1392010', '288801', '9955884', '438649'];['6170115'];5745548;997989;5278851;Hard;Present;1976-03-12;2013-12-09;5
2868512;['1079586', '347594', '1785837', '1810086'];['9605535', '6939346', '2205141'];4610745;6126325;4757285;Hard;Bought;1963-07-02;2005-02-20;2
1698319;['7711983', '3087596', '8865584'];['2130685', '4036074', '9777054', '3624358', '9754594'];1227977;8801521;5929746;Soft;Present;1998-06-11;2018-08-10;3
4046606;['9915042'];['5394443', '9920686', '8722128', '5996677'];6943602;2900623;7892111;Soft;Heritage;1916-07-16;2012-07-16;1
3389312;['4795140', '2143059', '28927', '1693760'];['2964376', '2986651', '6007106', '7002602', '6556253'];6231444;1400568;5033141;Hard;Present;1978-12-28;2005-09-10;3
207095;['4214500', '5308733'];['9434602', '257556'];4036925;9574762;7804500;Soft;Present;1902-03-13;2023-08-05;1
1044356;['8047719', '5094663'];['3889530'];6708372;1011762;7040265;Soft;Bought;1953-03-22;2013-06-02;1
2316489;['1512351', '7223178', '1708749', '4444066', '1454060'];['2434215', '8884209', '9560401', '2804813'];2204399;1658855;2785017;Hard;Present;1963-05-19;2006-04-21;1
6790087;['467595'];['2773347'];1402079;3682089;2571794;Soft;Present;1916-08-14;2005-11-03;4
5918575;['4720045', '3677598', '2606153', '8241987', '2335766'];['227374', '9510301', '8643170'];6488781;3019441;9607045;Soft;Heritage;1985-12-04;2007-11-03;2
5087875;['3512543', '3663094', '3623547'];['5305158', '9011499', '6891653', '5101260'];6563937;7754604;8986862;Hard;Present;1962-07-18;2015-01-11;5
4161824;['4963130', '1315844', '2250634'];['8302463', '3525985'];4041952;1803826;8778138;Soft;Present;1919-06-16;2005-07-02;3
5711606;['8491796', '6765464'];['7726552'];9883358;8082322;1025555;Soft;Present;1901-05-03;2024-05-08;3
7401222;['925638', '2456029', '2091856', '1693972'];['900736', '7567418', '7955773'];2740176;3480783;4893136;Hard;Heritage;1977-01-25;2016-03-13;3
5178824;['6245280', '9432710'];['9683093'];1713329;1456407;1293867;Soft;Heritage;1959-04-08;2021-09-16;3
6362392;['1596036', '3326464', '939879', '7014435'];['4908560', '5192782', '5253582', '2643607', '8677199'];9116967;2881099;68142;Hard;Present;1981-05-18;2002-09-27;1
3395428;['8322436', '5550992', '4325872', '4094980', '2234515'];['7825137'];8447281;3346394;5708331;Soft;Present;1949-08-26;2014-04-22;5
1861056;['8468418'];['3384023', '9986989'];9496270;7697010;8274762;Soft;Present;1971-11-28;2021-03-15;2
7715852;['3931755'];['5738119', '1658514', '2249536'];6116817;1919110;5588295;Soft;Bought;1950-01-26;2022-10-17;4
3229475;['6610007', '2527488', '2352118', '444184'];['3777053', '9443173', '795395', '2725025'];5838175;8741381;9097045;Hard;Bought;1955-03-24;2024-10-24;5
7780938;['9238511', '7996372'];['5168775', '3191325', '1382831', '7893158', '210596'];7503194;8066494;2251500;Soft;Bought;1973-06-02;2024-10-16;2
5674700;['5319173', '3331742', '7459619', '2773339', '5811689'];['9272297', '9519195', '152709'];6823730;1558835;4634371;Hard;Bought;1935-09-13;2005-12-20;1
3312269;['9331158', '5000056', '184057', '7029924'];['1045396'];7420608;8456303;9781269;Hard;Present;1913-08-04;2003-05-16;3
1051158;['4726001', '9853817'];['8799841', '153625'];8527565;104259;113838;Soft;Present;1955-11-23;2023-02-05;3
5129978;['3077784', '965404', '3872817', '7865874', '3379074'];['1351262'];931857;2603109;9905342;Hard;Heritage;1936-03-18;2019-05-08;5
4910461;['6304110', '8528027', '7983993', '4319476', '7439759'];['9409021', '1739468', '2705005'];179376;5060424;7592944;Hard;Heritage;1958-03-17;2007-11-07;5
8723800;['5106426', '4682115'];['7769309', '245361'];1639554;8228982;7873978;Hard;Present;1992-06-03;2006-07-11;3
1698164;['5848707', '6476871', '2505110', '8361106'];['2301071', '9725484'];2433564;3881842;5098497;Hard;Present;1995-06-26;2001-03-08;1
5207115;['8116641', '155025'];['6756770', '4404765', '3709370', '7947606', '978030'];4406925;2581764;5517420;Hard;Bought;1918-09-12;2023-07-14;4
4055835;['8170936', '2825825', '7755697', '455219'];['591912', '1047999', '8916281', '9916523', '9491636'];8687049;9723783;9785295;Hard;Heritage;1993-03-18;2009-08-15;4
574119;['7381443', '6550612', '4658543', '5357772'];['4464625', '2667047', '9269238'];711162;2367556;7431359;Soft;Bought;1983-03-10;2007-10-03;2
9396746;['9312830'];['1264776', '9574189', '6320474', '5071418', '8458630'];3880567;3440265;5973268;Hard;Present;1973-08-04;2001-03-20;1
9340743;['3445472', '9133876', '1898670'];['4085562', '6896085', '8813349', '7536420'];6991235;9860284;8057873;Soft;Heritage;1987-04-14;2002-01-01;4
8057441;['3881075'];['2991872', '1662425', '9014190'];8425132;7756463;8033256;Soft;Bought;1970-08-27;2024-10-23;4
1882443;['2602744', '6328808'];['6016646'];3455841;7241789;217032;Hard;Bought;1960-02-24;2006-12-20;2
291215;['6546303', '7339632'];['5754329', '4976636', '9784758', '6099513'];6705265;6285816;5474963;Hard;Heritage;1983-02-28;2002-12-03;5
2516378;['6591757', '9495354', '4234383', '9918918', '1780410'];['1800049', '3238115', '9266071', '8471944', '7189448'];6016312;6713791;7049820;Hard;Bought;1941-11-25;2005-01-22;5
9663156;['9096498', '3468763', '3267784'];['587306', '697575', '5862326'];8887636;7999345;3799542;Hard;Bought;1951-01-09;2001-04-17;4
404728;['7009372', '8707225', '3846773'];['9238337'];7908710;7035571;6737963;Soft;Bought;1949-03-18;2018-08-04;5
9690070;['2002803', '3264385', '8169990'];['9845827', '561360', '8900852', '2630725', '2224559'];76136;2922212;9207268;Soft;Bought;1956-06-10;2013-12-24;4
6057687;['3078043'];['7626422', '1715841'];5647198;2816175;2653956;Hard;Bought;1993-07-04;2022-04-27;1
8047759;['7626410', '8489315', '10097'];['1603302'];6671582;2604122;2724313;Soft;Bought;1904-08-20;2012-09-12;4
511877;['3725490', '7155841'];['3412909', '600026', '3934333', '8855171'];3470291;8750211;5635795;Soft;Present;1981-12-16;2017-12-19;2
1758193;['5647503', '6722746', '1709652', '8507044'];['1334900', '7095819'];5196232;3796930;4594519;Hard;Present;1982-08-02;2021-03-26;3
6332143;['7164566', '5116746'];['9693984', '1079478', '8512810', '7204366', '7532747'];4761004;4174547;5119853;Soft;Heritage;1991-03-18;2005-06-06;4
2887899;['8200102', '6877953', '4239034', '4374665'];['608364'];7931347;2462489;8668570;Hard;Bought;1992-04-12;2019-11-19;2
2389106;['8493861'];['1833528', '4739233', '5894601', '1744153'];2673477;9321926;198684;Soft;Heritage;1940-05-23;2003-06-27;5
9739212;['5585618', '9497786', '4905106', '6041739'];['4224272', '8654533', '6526293'];6562524;1032272;581520;Soft;Bought;1981-06-23;2023-03-04;2
7309371;['2811795', '3069952', '2887934', '6394543', '7191181'];['8259696', '18064', '8646709', '397437', '5156897'];4873536;9635001;9193485;Soft;Bought;1914-07-11;2013-09-21;2
5644745;['2613875', '5643843', '2700017', '3894786'];['6110000', '1349226', '6807608', '5398286', '658155'];4026000;7823587;7741543;Hard;Bought;1934-08-18;2020-02-08;5
3415153;['1725345', '1726200', '3648127', '3606523', '4353674'];['5806837', '8808217', '7878651'];7407277;8249245;6072848;Hard;Bought;1928-06-13;2002-10-02;3
8446701;['8110677', '3586955', '3249238', '6001582', '8426130'];['9574014', '4638260', '6010269'];9535683;5896694;2128739;Hard;Heritage;1991-11-18;2019-08-10;3
6097815;['2213384', '7537114', '7978435'];['2874005', '8808982', '653238', '3810875', '9226343'];710258;8941375;936441;Hard;Bought;1914-10-13;2019-01-23;2
4546482;['4139561', '280405'];['3740672'];1170360;4810199;4813090;Soft;Heritage;1911-03-28;2012-11-04;1
5594268;['9680078', '6346730', '1728378'];['5651045', '8670242', '1096525'];3632537;1963071;989715;Hard;Present;1905-10-03;2012-09-03;1
8871062;['4354239', '1985713', '1326518', '4393272'];['2607335', '6367695', '5031376', '9449937', '2016869'];4855966;4775754;8373972;Soft;Present;1960-08-18;2001-08-22;2
7619306;['5627520', '9668703', '5546432', '5047346', '3832904'];['3098156', '1141333', '5067553', '9688629'];1509434;4818511;5719702;Soft;Bought;1922-08-06;2020-08-02;4
1757591;['1826673', '7848156', '277014'];['4956612', '8510662', '2149220', '2658329', '9243464'];3233397;7621407;942023;Soft;Bought;1928-07-07;2007-08-12;2
9895497;['8338680'];['8660373', '7271239'];8470078;1845694;1751000;Hard;Present;1927-02-23;2014-01-20;5
1547503;['7814010', '3994946', '860014'];['8345473'];4574576;5530904;8952223;Soft;Heritage;1921-11-19;2016-03-23;2
6944617;['8124754', '1099006', '2410934', '6344041'];['9302667'];8915205;1120330;4275587;Hard;Present;1951-12-20;2013-04-16;3
992641;['2339864'];['2655938', '4335711', '6875492', '3455770'];7820646;4596834;4373763;Soft;Bought;1949-01-09;2007-07-09;3
5559712;['4754048', '5685462'];['8666241', '2039635'];2509995;4996774;6238333;Soft;Heritage;1943-05-23;2011-11-15;3
3051592;['6066023', '8510471'];['939860', '787087', '8823636', '8250876'];5738662;4156479;2260738;Hard;Heritage;1903-01-13;2012-08-18;2
8923984;['8537466'];['7347468', '9481084'];225338;3251001;9435596;Soft;Bought;1985-06-22;2001-07-08;4
4962930;['4235192', '134772', '2657003', '5726844'];['456943'];8232786;6290045;6934226;Soft;Heritage;1951-08-07;2002-09-06;5
1671552;['3134337', '2353457', '9214728', '5987485'];['1692781', '1847826', '8399915'];7459182;7224446;6271575;Hard;Present;1988-10-15;2024-09-01;4
1086122;['2595038', '7702835', '6742091', '9298604', '9993876'];['1834254', '5695715'];1103215;9189573;6427312;Soft;Bought;1970-05-12;2019-07-01;1
4117091;['1507193'];['3389775', '5294616'];3817779;5049349;8633940;Soft;Bought;1943-05-02;2020-08-16;3
8562929;['7834290'];['2800654', '1291960', '2672965', '4758934'];3132253;869682;6574111;Soft;Heritage;1915-01-26;2011-03-11;3
4114184;['9495422', '8571080', '6473501', '6946530'];['3680016', '1387721', '4674223', '9054347', '7762966'];3233989;3911411;5310762;Hard;Bought;1997-11-18;2021-09-21;1
288295;['4261616', '3097768', '645104'];['7906230', '8541847', '6296120'];734036;1666210;8449568;Hard;Present;1957-03-06;2005-09-12;3
4746847;['4274342', '781436', '3680907'];['2272574', '3887234'];4465941;1939636;8562946;Soft;Heritage;1986-09-20;2007-12-04;3
718857;['5563815', '6137171', '3551439'];['1010452', '7412441'];913673;7978072;236834;Soft;Heritage;1935-02-02;2023-01-09;4
7331860;['3811744', '2638092', '3047706', '7784321'];['6933928', '8332778', '6646488', '9246543'];8630574;5498961;2368722;Hard;Bought;1939-05-14;2005-09-27;4
3525554;['2558425', '9673671'];['7004320', '6892754', '1167102', '1178304'];3182923;8855746;663047;Hard;Present;1969-01-27;2004-05-17;5
512118;['1226993'];['8622669', '3301699'];1663810;655943;3279685;Soft;Bought;1970-10-19;2010-01-17;4
8206387;['4957713', '1345818', '5917835'];['3922133', '1876125', '2661323', '329469', '5148468'];6998675;8153013;8131096;Soft;Bought;1924-02-11;2014-06-07;1
5328835;['8318467'];['5702109', '6743113'];9828859;1216744;2706572;Hard;Heritage;1980-04-28;2003-09-16;4
7923250;['3007167', '4795975'];['8967278', '3622679'];5251574;5044449;4820319;Soft;Bought;1978-02-15;2007-03-15;4
